validauc,_timestamp,best_epoch,model_save_path,_step,_wandb,_runtime,validacc,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
0.8482142857142857,1686077752.473205,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_256_1e-05_1_1_373eae90-e55e-49af-bc73-bbc3aae1aa18/qid_model.ckpt,0.0,{'runtime': 867},868.3723530769348,0.8260869565217391,0,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,light-sweep-48,2yhklv9o,finished,1686077752.473205
0.8125,1686076871.0582592,8.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_256_1e-05_1_1_d3b19601-1c50-42cc-9d22-0fabbc85ed2a/qid_model.ckpt,0.0,{'runtime': 968},968.721598148346,0.8695652173913043,0,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,iconic-sweep-47,b99uwpct,finished,1686076871.0582592
0.9732142857142856,1686075889.3268602,12.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_256_0.0001_1_1_4f3ca9a3-c2bc-474a-b502-6c5a7fe497f1/qid_model.ckpt,0.0,{'runtime': 1181},1182.3523461818695,0.9130434782608696,0,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,sparkling-sweep-46,odpkp47d,finished,1686075889.3268602
0.9732142857142856,1686074672.7574592,11.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_256_0.0001_1_1_55cc7720-9166-4da9-8296-6c97d55e369f/qid_model.ckpt,0.0,{'runtime': 1135},1135.656084060669,0.9130434782608696,0,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,prime-sweep-45,dwt4yx4c,finished,1686074672.7574592
0.9732142857142856,1686073518.7500997,2.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_256_0.001_1_1_75f6a21b-2189-4496-bdbd-d80e7e99b062/qid_model.ckpt,0.0,{'runtime': 646},647.2438995838165,0.9130434782608696,0,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,noble-sweep-44,j4aqv7mz,finished,1686073518.7500997
0.9642857142857144,1686072857.888607,1.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_256_0.001_1_1_0aa94367-e1ee-42e4-ba75-665c9896351f/qid_model.ckpt,0.0,{'runtime': 594},595.4868409633636,0.9130434782608696,0,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,serene-sweep-43,bq1mg9td,finished,1686072857.888607
0.7410714285714286,1686072248.2250512,17.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_64_1e-05_1_1_1a484273-3e9d-4471-9b6d-9c3d0b268ef2/qid_model.ckpt,0.0,{'runtime': 176},177.20719623565674,0.7391304347826086,0,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,olive-sweep-42,i7a4u3of,finished,1686072248.2250512
0.7946428571428572,1686072059.5939815,33.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_64_1e-05_1_1_7d496e30-b7f3-446d-912a-4e5d02b1b334/qid_model.ckpt,0.0,{'runtime': 282},282.91659784317017,0.6521739130434783,0,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,happy-sweep-41,ar5145vr,finished,1686072059.5939815
0.9375,1686071761.966048,27.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_64_0.0001_1_1_310cf5c5-85c5-4489-a4ee-cb9557867d6a/qid_model.ckpt,0.0,{'runtime': 243},244.3960280418396,0.9130434782608696,0,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,hopeful-sweep-40,p9abouqn,finished,1686071761.966048
0.9375,1686071507.1955073,26.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_64_0.0001_1_1_74b2acea-ce3f-45a0-ac18-ee5b16db9cd4/qid_model.ckpt,0.0,{'runtime': 236},236.82889223098755,0.9130434782608696,0,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dark-sweep-39,au2eshx7,finished,1686071507.1955073
0.9553571428571428,1686071255.5828843,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.5_64_0.001_1_1_0a2486ad-11a2-4f27-bdaa-776defd9cc72/qid_model.ckpt,0.0,{'runtime': 108},109.4850492477417,0.9130434782608696,0,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,ethereal-sweep-38,ey960alr,finished,1686071255.5828843
0.9732142857142856,1686071134.1849833,7.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.5_64_0.001_1_1_7d8a0766-fe7e-4208-8a81-1fa679a72e59/qid_model.ckpt,0.0,{'runtime': 113},114.50001525878906,0.9130434782608696,0,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,gallant-sweep-37,865y86xc,finished,1686071134.1849833
0.8482142857142857,1686070988.0333128,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_256_1e-05_1_1_3281ac9f-0eb9-48b0-aef3-1bfe84ed5953/qid_model.ckpt,0.0,{'runtime': 880},881.6116938591003,0.8260869565217391,0,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,treasured-sweep-36,5u7vy3yy,finished,1686070988.0333128
0.8125,1686070094.405041,8.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_256_1e-05_1_1_5fcf708f-9163-4f6e-a0a4-bd778c887c93/qid_model.ckpt,0.0,{'runtime': 969},970.5173959732056,0.8695652173913043,0,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,radiant-sweep-35,rwgwsjwr,finished,1686070094.405041
0.9732142857142856,1686069113.1427238,13.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_256_0.0001_1_1_22dde2b2-3f18-49ad-bc8b-bc3cd5c6bdc5/qid_model.ckpt,0.0,{'runtime': 1231},1232.427835702896,0.9130434782608696,0,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dark-sweep-34,f2gfzoyi,finished,1686069113.1427238
0.9732142857142856,1686067864.4619565,10.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_256_0.0001_1_1_4f9bf429-7144-4925-af49-5bfb34ca1dbe/qid_model.ckpt,0.0,{'runtime': 1077},1077.746110200882,0.9130434782608696,0,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,likely-sweep-33,rj2ivzd8,finished,1686067864.4619565
0.9821428571428572,1686066771.7726226,2.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_256_0.001_1_1_a9701277-4562-4bdc-8a92-a0a324be54ef/qid_model.ckpt,0.0,{'runtime': 630},630.5131075382233,0.9130434782608696,0,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,silvery-sweep-32,qqjcuaea,finished,1686066771.7726226
0.9642857142857144,1686066130.254218,1.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_256_0.001_1_1_5b9ed0e6-a632-4dd9-836c-9b9fcbfbe10d/qid_model.ckpt,0.0,{'runtime': 579},580.5048971176147,0.9130434782608696,0,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,stellar-sweep-31,vvu8qu3j,finished,1686066130.254218
0.7410714285714286,1686065534.972623,17.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_64_1e-05_1_1_01582eed-646b-475b-bf85-b204015fc6e8/qid_model.ckpt,0.0,{'runtime': 176},177.07681012153623,0.7391304347826086,0,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,stellar-sweep-30,v0jsq6nb,finished,1686065534.972623
0.7946428571428572,1686065345.071259,33.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_64_1e-05_1_1_038988b2-d688-43b0-8c5b-74dc0856e4e2/qid_model.ckpt,0.0,{'runtime': 286},287.040372133255,0.6521739130434783,0,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,tough-sweep-29,4fl71sg0,finished,1686065345.071259
0.9375,1686065045.6383948,27.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_64_0.0001_1_1_f07c4ddd-c887-4330-94ff-01cc4610c95d/qid_model.ckpt,0.0,{'runtime': 251},251.97049283981323,0.9130434782608696,0,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,azure-sweep-28,2zovuqsw,finished,1686065045.6383948
0.9375,1686064781.5010931,28.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_64_0.0001_1_1_eff404f8-ba52-4947-a992-43d730593f3d/qid_model.ckpt,0.0,{'runtime': 254},255.3709032535553,0.9130434782608696,0,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,crisp-sweep-27,9e5vfy3v,finished,1686064781.5010931
0.9642857142857144,1686064514.7030244,5.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.3_64_0.001_1_1_0d8ab169-fbcc-45fe-8e84-9d88428abf08/qid_model.ckpt,0.0,{'runtime': 101},102.34318232536316,0.9130434782608696,0,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,rich-sweep-26,fxzgu5ag,finished,1686064514.7030244
0.9732142857142856,1686064399.616459,7.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.3_64_0.001_1_1_66213f0e-121b-46b1-ac7c-1ed12ea9c14d/qid_model.ckpt,0.0,{'runtime': 116},116.9874439239502,0.9130434782608696,0,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,winter-sweep-25,f3jeujzz,finished,1686064399.616459
0.8482142857142857,1686064269.361352,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_256_1e-05_1_1_b9733c5d-fc25-434b-a955-b1762f5c1cf3/qid_model.ckpt,0.0,{'runtime': 865},866.4752838611603,0.8260869565217391,0,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,quiet-sweep-24,m2653svv,finished,1686064269.361352
0.8125,1686063387.2697284,8.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_256_1e-05_1_1_0f127595-679a-4177-a732-0d48583b802b/qid_model.ckpt,0.0,{'runtime': 982},983.2702164649965,0.8695652173913043,0,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,stilted-sweep-23,8d938h59,finished,1686063387.2697284
0.9732142857142856,1686062369.279156,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_256_0.0001_1_1_7fc8237e-dd61-49cb-80bb-7991d8795365/qid_model.ckpt,0.0,{'runtime': 1362},1363.040484905243,0.9130434782608696,0,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,astral-sweep-22,wmqvzcvb,finished,1686062369.279156
0.9732142857142856,1686060993.3175206,10.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_256_0.0001_1_1_6c0d655e-34aa-4143-92da-c3345d01d1eb/qid_model.ckpt,0.0,{'runtime': 1086},1087.0411627292633,0.9130434782608696,0,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,comic-sweep-21,uyilttjj,finished,1686060993.3175206
0.9821428571428572,1686059883.1596763,2.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_256_0.001_1_1_3ecd061c-2fad-41b9-85d1-26f6c38c27aa/qid_model.ckpt,0.0,{'runtime': 655},655.7999632358551,0.9130434782608696,0,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,lucky-sweep-20,0f0i9d4d,finished,1686059883.1596763
0.9642857142857144,1686059213.924095,1.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_256_0.001_1_1_8c4addd4-d9a9-4fa0-b034-fccf0d54b518/qid_model.ckpt,0.0,{'runtime': 599},599.9981987476349,0.9130434782608696,0,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,dark-sweep-19,p0adoxp6,finished,1686059213.924095
0.7410714285714286,1686058604.0251064,16.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_64_1e-05_1_1_9d9c502f-a611-427f-8633-c26dada4b00f/qid_model.ckpt,0.0,{'runtime': 176},176.553293466568,0.6086956521739131,0,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,spring-sweep-18,je74riwt,finished,1686058604.0251064
0.7946428571428572,1686058411.647962,33.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_64_1e-05_1_1_eb7a6b2e-d6c8-492a-944c-3bbec06a1a81/qid_model.ckpt,0.0,{'runtime': 283},283.85677695274353,0.6521739130434783,0,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,pious-sweep-17,plmuudop,finished,1686058411.647962
0.9375,1686058115.0653934,27.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_64_0.0001_1_1_70f4799e-f0c2-49da-8b9f-92296d63e7e6/qid_model.ckpt,0.0,{'runtime': 245},245.92304944992063,0.9130434782608696,0,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,easy-sweep-16,o01nff6v,finished,1686058115.0653934
0.9375,1686057855.8107347,29.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_64_0.0001_1_1_96f5cd3e-6227-4533-b01e-7bb3ee0d23aa/qid_model.ckpt,0.0,{'runtime': 258},258.50436782836914,0.9130434782608696,0,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,gentle-sweep-15,icjvzg7z,finished,1686057855.8107347
0.9642857142857144,1686057585.071576,5.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.1_64_0.001_1_1_cbebe50e-3113-4219-8aa2-5a6a7c9a2b31/qid_model.ckpt,0.0,{'runtime': 101},101.6645770072937,0.9130434782608696,0,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,faithful-sweep-14,33aq8df8,finished,1686057585.071576
0.9732142857142856,1686057471.8042922,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.1_64_0.001_1_1_57574327-5ae5-459d-9110-26ab500177e4/qid_model.ckpt,0.0,{'runtime': 109},108.55068826675416,0.9130434782608696,0,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,good-sweep-13,x48iui2w,finished,1686057471.8042922
,,,,,,,,0,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,upbeat-sweep-12,vof0nnmb,crashed,
,,,,,,,,0,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,northern-sweep-11,agx83wps,crashed,
0.9732142857142856,1686053417.5293758,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.05_256_0.0001_1_1_360594b4-12cb-456f-9c1b-b1b945453197/qid_model.ckpt,0.0,{'runtime': 1303},1304.162687778473,0.9130434782608696,0,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,honest-sweep-10,3arj9wb0,finished,1686053417.5293758
0.9732142857142856,1686052083.9467428,10.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.05_256_0.0001_1_1_71186fa4-8655-4cd2-81d9-3e0bd0823135/qid_model.ckpt,0.0,{'runtime': 1042},1043.1875758171082,0.9130434782608696,0,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,rose-sweep-9,iux6p70x,finished,1686052083.9467428
0.9821428571428572,1686051025.6815414,2.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.05_256_0.001_1_1_ae2bd0d9-9af3-44f0-b8bc-2f371c7f98d7/qid_model.ckpt,0.0,{'runtime': 622},622.5720074176788,0.9130434782608696,0,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,breezy-sweep-8,sk8awhwk,finished,1686051025.6815414
0.9642857142857144,1686050388.2545848,1.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_0_0.05_256_0.001_1_1_c13c0fcf-2129-4123-b7c9-a200f001e835/qid_model.ckpt,0.0,{'runtime': 553},553.5154829025269,0.9130434782608696,0,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,neat-sweep-7,0svh8o2p,finished,1686050388.2545848
0.7410714285714286,1686049823.7412806,16.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_0_0.05_64_1e-05_1_1_5cdc874a-1bb6-43a1-aa6d-97e55fcb7a4b/qid_model.ckpt,0.0,{'runtime': 161},160.99999046325684,0.6086956521739131,0,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,sandy-sweep-6,73migxy5,finished,1686049823.7412806
,,,,,{'runtime': 2},,,0,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,crisp-sweep-5,ki5adufh,failed,
,,,,,{'runtime': 2},,,0,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,worldly-sweep-4,2dyagegs,failed,
,,,,,{'runtime': 2},,,0,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dashing-sweep-3,kro9fpvk,failed,
,,,,,{'runtime': 2},,,0,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,fine-sweep-2,7dql4fyg,failed,
,,,,,{'runtime': 8},,,0,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,earnest-sweep-1,3wcioko9,failed,
